scenario,member_or_default,event_id,event_year,direction,operator,model_level,observed_date,threshold_gsi21,event_date_gsi21,matched,selected_crossing_ordinal,selected_crossing_date,residual_days,global_same_direction_count,in_window_count,extra_in_window_count,out_of_window_count
BASE,GSI-4402,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.12247055455611885,0,False,,,,4,0,0,4
BASE,GSI-4831,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.046797197915334231,True,739008.683291118,2024-05-02,-18.316708882,8,1,0,7
BASE,GSI-4831,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.42791989835615335,0.046797197915334231,True,738941.693975607,2024-02-25,-85.306024393,7,2,1,5
BASE,GSI-4831,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.1647872666211232,False,,,,8,0,0,8
BASE,GSI-4831,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.42791989835615335,0.1647872666211232,False,,,,7,0,0,7
BASE,GSI-4831,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.44857705965052425,True,739354.250207802,2025-04-13,-17.749792198,8,2,1,6
BASE,GSI-4831,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.49694547580090759,0.44857705965052425,True,739354.352444732,2025-04-13,-17.647555268,8,2,1,6
BASE,GSI-4831,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.16893109850686847,False,,,,8,0,0,8
BASE,GSI-4831,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.49694547580090759,0.16893109850686847,False,,,,8,0,0,8
BASE,GSI-4832,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.009203763365474885,True,738977.763911763,2024-04-01,-49.236088237,7,1,0,6
BASE,GSI-4832,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.33209247096666195,0.009203763365474885,True,738948.707908066,2024-03-03,-78.292091934,6,2,1,4
BASE,GSI-4832,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.038902963061365724,False,,,,7,0,0,7
BASE,GSI-4832,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.33209247096666195,0.038902963061365724,False,,,,6,0,0,6
BASE,GSI-4832,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.12428290526714149,True,739342.284450294,2025-04-01,-29.715549706,7,1,0,6
BASE,GSI-4832,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.49694547580090759,0.12428290526714149,True,739342.362907887,2025-04-01,-29.637092113,7,1,0,6
BASE,GSI-4832,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.047035151692783661,False,,,,7,0,0,7
BASE,GSI-4832,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.49694547580090759,0.047035151692783661,False,,,,7,0,0,7
BASE,GSI-4833,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0047152159394852813,False,,,,1,0,0,1
BASE,GSI-4833,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.21234250830945756,0.0047152159394852813,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
BASE,GSI-4833,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.019930528875640435,False,,,,1,0,0,1
BASE,GSI-4833,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.21234250830945756,0.019930528875640435,False,,,,6,0,0,6
BASE,GSI-4833,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.063671860373925193,True,739318.292522780,2025-03-08,-53.707477220,1,1,0,0
BASE,GSI-4833,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.35173879914566752,0.063671860373925193,True,739335.844574650,2025-03-25,-36.155425350,7,1,0,6
BASE,GSI-4833,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.024096762179899704,False,,,,1,0,0,1
BASE,GSI-4833,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.35173879914566752,0.024096762179899704,False,,,,7,0,0,7
BASE,GSI-4837,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,True,738974.520762646,2024-03-29,-52.479237354,7,1,0,6
BASE,GSI-4837,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.30898258431087922,0,True,738983.215694766,2024-04-07,-43.784305234,5,1,0,4
BASE,GSI-4837,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.008083503353448443,False,,,,7,0,0,7
BASE,GSI-4837,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.30898258431087922,0.008083503353448443,False,,,,5,0,0,5
BASE,GSI-4837,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.044888013752431462,True,739341.037612561,2025-03-31,-30.962387439,7,1,0,6
BASE,GSI-4837,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.49694547580090759,0.044888013752431462,True,739341.117756684,2025-03-31,-30.882243316,7,1,0,6
BASE,GSI-4837,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.017192136200294,False,,,,7,0,0,7
BASE,GSI-4837,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.49694547580090759,0.017192136200294,False,,,,7,0,0,7
BASE,GSI-4838,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,1,0,0,1
BASE,GSI-4838,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.20709254091492935,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-4838,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0036995728538605143,False,,,,1,0,0,1
BASE,GSI-4838,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.20709254091492935,0.0036995728538605143,False,,,,6,0,0,6
BASE,GSI-4838,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.020543874342721525,True,739309.879670336,2025-02-27,-62.120329664,1,1,0,0
BASE,GSI-4838,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.33546863305231628,0.020543874342721525,True,739331.917203475,2025-03-21,-40.082796525,6,1,0,5
BASE,GSI-4838,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0078683161997263086,False,,,,1,0,0,1
BASE,GSI-4838,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.33546863305231628,0.0078683161997263086,False,,,,6,0,0,6
BASE,GSI-4842,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-4842,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.16312190032587981,0,False,,,,3,0,0,3
BASE,GSI-4842,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
BASE,GSI-4842,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.16312190032587981,0,False,,,,3,0,0,3
BASE,GSI-4842,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
BASE,GSI-4842,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.21155620031886246,0,True,739305.381260616,2025-02-23,-66.618739384,4,1,0,3
BASE,GSI-4842,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
BASE,GSI-4842,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.21155620031886246,0,False,,,,4,0,0,4
BASE,GSI-5695,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0026246221015852433,False,,,,0,0,0,0
BASE,GSI-5695,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.11083879373556428,0.0026246221015852433,True,738947.128061334,2024-03-02,-79.871938666,6,2,1,4
BASE,GSI-5695,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.012629028448619245,False,,,,0,0,0,0
BASE,GSI-5695,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.11083879373556428,0.012629028448619245,False,,,,6,0,0,6
BASE,GSI-5695,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.033196315717632853,False,,,,0,0,0,0
BASE,GSI-5695,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.22807101641173114,0.033196315717632853,True,739333.831482915,2025-03-23,-38.168517085,4,1,0,3
BASE,GSI-5695,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.014557727058410004,False,,,,0,0,0,0
BASE,GSI-5695,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.22807101641173114,0.014557727058410004,False,,,,4,0,0,4
BASE,GSI-5700,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-5700,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.10500787992072953,0,True,738944.552241575,2024-02-28,-82.447758425,6,2,1,4
BASE,GSI-5700,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0023294537047154596,False,,,,0,0,0,0
BASE,GSI-5700,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.10500787992072953,0.0023294537047154596,False,,,,6,0,0,6
BASE,GSI-5700,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.010380751428527749,False,,,,0,0,0,0
BASE,GSI-5700,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.21143810898552154,0.010380751428527749,True,739330.934662836,2025-03-20,-41.065337164,4,1,0,3
BASE,GSI-5700,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0044470361060903948,False,,,,0,0,0,0
BASE,GSI-5700,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.21143810898552154,0.0044470361060903948,False,,,,4,0,0,4
BASE,GSI-5716,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0037314119157778186,False,,,,1,0,0,1
BASE,GSI-5716,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.1565496817447134,0.0037314119157778186,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
BASE,GSI-5716,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.017954625623785025,False,,,,1,0,0,1
BASE,GSI-5716,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.1565496817447134,0.017954625623785025,False,,,,6,0,0,6
BASE,GSI-5716,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.047195033507445548,True,739295.114983012,2025-02-13,-76.885016988,1,1,0,0
BASE,GSI-5716,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.25992044024401262,0.047195033507445548,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6
BASE,GSI-5716,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.020696646644704792,False,,,,1,0,0,1
BASE,GSI-5716,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.25992044024401262,0.020696646644704792,False,,,,7,0,0,7
BASE,GSI-5717,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0035021058298558322,False,,,,0,0,0,0
BASE,GSI-5717,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.14692924969822091,0.0035021058298558322,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
BASE,GSI-5717,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0168512617982647,False,,,,0,0,0,0
BASE,GSI-5717,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.14692924969822091,0.0168512617982647,False,,,,6,0,0,6
BASE,GSI-5717,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.044294761799894479,False,,,,0,0,0,0
BASE,GSI-5717,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.24394757524043126,0.044294761799894479,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6
BASE,GSI-5717,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.019424777673675259,False,,,,0,0,0,0
BASE,GSI-5717,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24394757524043126,0.019424777673675259,False,,,,7,0,0,7
BASE,GSI-5718,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0034969124883198035,False,,,,0,0,0,0
BASE,GSI-5718,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.1467113654273316,0.0034969124883198035,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
BASE,GSI-5718,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.016826272731091069,False,,,,0,0,0,0
BASE,GSI-5718,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.1467113654273316,0.016826272731091069,False,,,,6,0,0,6
BASE,GSI-5718,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.044229076227424682,False,,,,0,0,0,0
BASE,GSI-5718,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.24358582058861314,0.044229076227424682,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6
BASE,GSI-5718,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.019395972289251745,False,,,,0,0,0,0
BASE,GSI-5718,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24358582058861314,0.019395972289251745,False,,,,7,0,0,7
BASE,GSI-5721,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-5721,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.14831272196250739,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-5721,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0033117725046124119,False,,,,0,0,0,0
BASE,GSI-5721,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.14831272196250739,0.0033117725046124119,False,,,,6,0,0,6
BASE,GSI-5721,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.014758261599542508,False,,,,0,0,0,0
BASE,GSI-5721,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.24080424150999272,0.014758261599542508,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5
BASE,GSI-5721,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0063223286530039741,False,,,,0,0,0,0
BASE,GSI-5721,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24080424150999272,0.0063223286530039741,False,,,,6,0,0,6
BASE,GSI-5722,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-5722,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.13851541343753723,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-5722,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0030930019462755269,False,,,,0,0,0,0
BASE,GSI-5722,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.13851541343753723,0.0030930019462755269,False,,,,6,0,0,6
BASE,GSI-5722,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.013783353713896065,False,,,,0,0,0,0
BASE,GSI-5722,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.22489708656753796,0.013783353713896065,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5
BASE,GSI-5722,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0059046854219303958,False,,,,0,0,0,0
BASE,GSI-5722,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.22489708656753796,0.0059046854219303958,False,,,,6,0,0,6
BASE,GSI-5723,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-5723,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.13829463662962901,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-5723,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0030880720754430618,False,,,,0,0,0,0
BASE,GSI-5723,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.13829463662962901,0.0030880720754430618,False,,,,6,0,0,6
BASE,GSI-5723,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.013761384715936166,False,,,,0,0,0,0
BASE,GSI-5723,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.22453862782530831,0.013761384715936166,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5
BASE,GSI-5723,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0058952740678665854,False,,,,0,0,0,0
BASE,GSI-5723,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.22453862782530831,0.0058952740678665854,False,,,,6,0,0,6
BASE,GSI-5725,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-5725,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.094247700729887599,0,False,,,,3,0,0,3
BASE,GSI-5725,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
BASE,GSI-5725,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.094247700729887599,0,False,,,,3,0,0,3
BASE,GSI-5725,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
BASE,GSI-5725,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.12247055455611885,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3
BASE,GSI-5725,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
BASE,GSI-5725,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.12247055455611885,0,False,,,,4,0,0,4
TEMPERATURE_UNCONSTRAINED,GSI-2198,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2198,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.085275229320187759,0,False,,,,3,0,0,3
TEMPERATURE_UNCONSTRAINED,GSI-2198,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2198,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.085275229320187759,0,False,,,,3,0,0,3
TEMPERATURE_UNCONSTRAINED,GSI-2198,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2198,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.11081124042139862,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3
TEMPERATURE_UNCONSTRAINED,GSI-2198,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2198,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.11081124042139862,0,False,,,,4,0,0,4
TEMPERATURE_UNCONSTRAINED,GSI-2199,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2199,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.08507948646792178,0,False,,,,3,0,0,3
TEMPERATURE_UNCONSTRAINED,GSI-2199,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2199,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.08507948646792178,0,False,,,,3,0,0,3
TEMPERATURE_UNCONSTRAINED,GSI-2199,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2199,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.11055688158312715,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3
TEMPERATURE_UNCONSTRAINED,GSI-2199,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2199,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.11055688158312715,0,False,,,,4,0,0,4
TEMPERATURE_UNCONSTRAINED,GSI-2629,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0037314119157778186,False,,,,1,0,0,1
TEMPERATURE_UNCONSTRAINED,GSI-2629,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.1565496817447134,0.0037314119157778186,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
TEMPERATURE_UNCONSTRAINED,GSI-2629,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.017954625623785025,False,,,,1,0,0,1
TEMPERATURE_UNCONSTRAINED,GSI-2629,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.1565496817447134,0.017954625623785025,False,,,,6,0,0,6
TEMPERATURE_UNCONSTRAINED,GSI-2629,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.047195033507445548,True,739295.114983012,2025-02-13,-76.885016988,1,1,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2629,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.25992044024401262,0.047195033507445548,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6
TEMPERATURE_UNCONSTRAINED,GSI-2629,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.020696646644704792,False,,,,1,0,0,1
TEMPERATURE_UNCONSTRAINED,GSI-2629,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.25992044024401262,0.020696646644704792,False,,,,7,0,0,7
TEMPERATURE_UNCONSTRAINED,GSI-2630,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0035021058298558322,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2630,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.14692924969822091,0.0035021058298558322,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
TEMPERATURE_UNCONSTRAINED,GSI-2630,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0168512617982647,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2630,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.14692924969822091,0.0168512617982647,False,,,,6,0,0,6
TEMPERATURE_UNCONSTRAINED,GSI-2630,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.044294761799894479,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2630,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.24394757524043126,0.044294761799894479,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6
TEMPERATURE_UNCONSTRAINED,GSI-2630,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.019424777673675259,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2630,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24394757524043126,0.019424777673675259,False,,,,7,0,0,7
TEMPERATURE_UNCONSTRAINED,GSI-2631,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0034969124883198035,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2631,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.1467113654273316,0.0034969124883198035,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
TEMPERATURE_UNCONSTRAINED,GSI-2631,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.016826272731091069,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2631,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.1467113654273316,0.016826272731091069,False,,,,6,0,0,6
TEMPERATURE_UNCONSTRAINED,GSI-2631,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.044229076227424682,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2631,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.24358582058861314,0.044229076227424682,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6
TEMPERATURE_UNCONSTRAINED,GSI-2631,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.019395972289251745,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2631,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24358582058861314,0.019395972289251745,False,,,,7,0,0,7
TEMPERATURE_UNCONSTRAINED,GSI-2634,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
TEMPERATURE_UNCONSTRAINED,GSI-2634,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.14831272196250739,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
